제작자,차명,생산기간(from),생산기간(to),리콜개시일,리콜사유
비엠더블유코리아(주),BMW 320d,2012-07-09,2015-06-30,2019-01-23,"배기가스 재순환 장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스 재순환 장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 WAVE FIN 구조의 내부, 배기가스 재순환 장치 냉각기의 입구 근처, 그리고 배기가스 재순환 장치 냉각기 끝 단에서 배기가스 재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다. 이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 325d,2013-07-11,2014-12-16,2019-01-23,"배기가스 재순환 장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스 재순환 장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 WAVE FIN 구조의 내부, 배기가스 재순환 장치 냉각기의 입구 근처, 그리고 배기가스 재순환 장치 냉각기 끝 단에서 배기가스 재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다. 이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 320d EfficientDynamics Edition,2011-11-08,2015-06-29,2019-01-23,"배기가스 재순환 장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스 재순환 장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 WAVE FIN 구조의 내부, 배기가스 재순환 장치 냉각기의 입구 근처, 그리고 배기가스 재순환 장치 냉각기 끝 단에서 배기가스 재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다. 이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 320d Touring,2013-03-08,2015-03-25,2019-01-23,"배기가스 재순환 장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스 재순환 장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 WAVE FIN 구조의 내부, 배기가스 재순환 장치 냉각기의 입구 근처, 그리고 배기가스 재순환 장치 냉각기 끝 단에서 배기가스 재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다. 이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 420d Coupe,2013-06-27,2015-01-28,2019-01-23,"배기가스 재순환 장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스 재순환 장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 WAVE FIN 구조의 내부, 배기가스 재순환 장치 냉각기의 입구 근처, 그리고 배기가스 재순환 장치 냉각기 끝 단에서 배기가스 재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다. 이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 420d xDrive Coupe,2014-01-21,2015-01-28,2019-01-23,"배기가스 재순환 장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스 재순환 장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 WAVE FIN 구조의 내부, 배기가스 재순환 장치 냉각기의 입구 근처, 그리고 배기가스 재순환 장치 냉각기 끝 단에서 배기가스 재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다. 이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 320d Gran Turismo,2013-02-26,2015-05-21,2019-01-23,"배기가스 재순환 장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스 재순환 장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 WAVE FIN 구조의 내부, 배기가스 재순환 장치 냉각기의 입구 근처, 그리고 배기가스 재순환 장치 냉각기 끝 단에서 배기가스 재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다. 이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 320d xDrive Gran Turismo,2013-02-26,2015-05-13,2019-01-23,"배기가스 재순환 장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스 재순환 장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 WAVE FIN 구조의 내부, 배기가스 재순환 장치 냉각기의 입구 근처, 그리고 배기가스 재순환 장치 냉각기 끝 단에서 배기가스 재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다. 이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 420d Gran Coupe,2014-04-28,2015-02-23,2019-01-23,"배기가스 재순환 장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스 재순환 장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 WAVE FIN 구조의 내부, 배기가스 재순환 장치 냉각기의 입구 근처, 그리고 배기가스 재순환 장치 냉각기 끝 단에서 배기가스 재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다. 이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 420d xDrive Gran Coupe,2014-03-14,2015-02-28,2019-01-23,"배기가스 재순환 장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스 재순환 장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 WAVE FIN 구조의 내부, 배기가스 재순환 장치 냉각기의 입구 근처, 그리고 배기가스 재순환 장치 냉각기 끝 단에서 배기가스 재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다. 이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 420d Gran Coupe,2015-02-13,2017-01-31,2019-01-23,"배기가스 재순환 장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스 재순환 장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 WAVE FIN 구조의 내부, 배기가스 재순환 장치 냉각기의 입구 근처, 그리고 배기가스 재순환 장치 냉각기 끝 단에서 배기가스 재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다. 이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 420d xDrive Gran Coupe,2015-03-25,2017-02-24,2019-01-23,"배기가스 재순환 장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스 재순환 장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 WAVE FIN 구조의 내부, 배기가스 재순환 장치 냉각기의 입구 근처, 그리고 배기가스 재순환 장치 냉각기 끝 단에서 배기가스 재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다. 이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 435d xDrive Gran Coupe,2014-03-13,2016-08-30,2019-01-23,"배기가스 재순환 장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스 재순환 장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 WAVE FIN 구조의 내부, 배기가스 재순환 장치 냉각기의 입구 근처, 그리고 배기가스 재순환 장치 냉각기 끝 단에서 배기가스 재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다. 이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 420d Gran Coupe,2017-03-03,2017-04-04,2019-01-23,"배기가스 재순환 장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스 재순환 장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 WAVE FIN 구조의 내부, 배기가스 재순환 장치 냉각기의 입구 근처, 그리고 배기가스 재순환 장치 냉각기 끝 단에서 배기가스 재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다. 이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 420d Coupe,2015-02-27,2017-01-26,2019-01-23,"배기가스 재순환 장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스 재순환 장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 WAVE FIN 구조의 내부, 배기가스 재순환 장치 냉각기의 입구 근처, 그리고 배기가스 재순환 장치 냉각기 끝 단에서 배기가스 재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다. 이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 420d xDrive Coupe,2015-03-16,2017-01-24,2019-01-23,"배기가스 재순환 장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스 재순환 장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 WAVE FIN 구조의 내부, 배기가스 재순환 장치 냉각기의 입구 근처, 그리고 배기가스 재순환 장치 냉각기 끝 단에서 배기가스 재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다. 이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 420d,2017-03-02,2017-05-08,2019-01-23,"배기가스 재순환 장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스 재순환 장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 WAVE FIN 구조의 내부, 배기가스 재순환 장치 냉각기의 입구 근처, 그리고 배기가스 재순환 장치 냉각기 끝 단에서 배기가스 재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다. 이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 520d xDrive,2013-05-07,2014-06-30,2019-01-23,"배기가스 재순환 장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스 재순환 장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 WAVE FIN 구조의 내부, 배기가스 재순환 장치 냉각기의 입구 근처, 그리고 배기가스 재순환 장치 냉각기 끝 단에서 배기가스 재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다. 이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
